name,measurement_unit,weight_per_unit,protein_per_100g,calories_per_100g,fat_per_100g,carbohydrates_per_100g,alcohol_percentage
zaans volkoren,g,,12,231,1.9,38,0
high protein crunchy muesli roasted peanuts,g,,25,455.8,15.8,50.6,0
pate van smaak lekker romig! calvé whisky cocktail,g,,0.7,183,14,13,0
pure chocolade,g,,6.1,543,33,52,0
voordeel heb je gwoon altijd trek in hazelnoot cho,g,,5.9,551,34.4,53,0
trek protein avoine - biscoff (3x1p),g,,18,460,24,43,0
a fruit drink met een vleugje zuivel lo lekker voo,ml,,0.2,25,0.0,5.4,0
pilsener,ml,,0,41,0,3.1,5.1
choco chips,g,,11.3,373.3,2.7,71,0
ese voedingswaarden per/valeurs nutritionnelles pa,g,,12,90,4,1.6,0
plant based mayo,g,,0.5,473,50,4.5,0
vemondo soya plantaardig alternatief voor griekse,g,,4.6,120.7,10.1,2.4,0
3 melkunie protein chocolate flavoured pudding 201,g,,5,38,0.8,3.9,0
tofu classic,g,,15,146,8.5,1.8,0
energy slammers,ml,,0.1,48,0,11.4,0
biologische bloemenhoning,g,,0.4,325,0,81,0
boter,g,,0.5,349,38,1.8,0
rijstwafels,g,,7.1,371.4,2.9,78.6,0
melk verse milbona halfvolle melk planet nut one,ml,,3.7,48,1.6,4.6,0
maizena,g,,0.4,355,0.1,86,0
cracotte,g,,11,389,2.7,78,0
woudhoning,g,,0.4,306,0.1,75.1,0
frites saus classic,ml,,0.7,293.3,26,13.3,0
coca cola original taste,ml,,0,42,0,10.6,0
sans gluten et sans lactose,g,,5,398,8,73,0
lay's bugles nacho cheese,g,,5.9,529,30,58,0
almond unsweetened,ml,,0.4,13,1.1,0,0
time out,g,,8.1,450,17,64,0
goed bezig! stevige havermoutrepen rood fruit,g,,8.9,445,16,60,0
knoflooksaus turks,ml,,0.8,291,23,19,0
coconut grove,ml,,0.0,19,0.2,4.7,0
appelazijn,g,,0.5,21,0.1,0.8,0
crunch dark roasted,g,,28.3,594,46.3,10.3,0
pure hagelslag,g,,5,435,15,67,0
hoemoes kerrie,g,,6.1,322,28.9,7.7,0
pindakaas light,g,,16,573.3,40,31.3,0
brinta havermout,g,,13,354,6.7,60,0
"fermentiertes sojaprodukt, ungesüßt",g,,4,42,2.3,0,0
soja lait,g,,0.8,39,1.8,2.5,0
allioli,ml,,1.2,749,82,1.5,0
keukenzout met jodium,g,,0,0,0,0,0
original taste,g,,0,42,0,10.6,0
amstel radler 0.0 citroen,ml,,0.1,28,0.1,6.9,0
crispy maïs,g,,2.7,73,1.4,11,0
"sweet chilisaus, saus",g,,0.4,157,0.2,38,0
smeltkaas puntjes - fromage fondu 48+,g,,7.5,262,22,8.5,0
alpro soya yoghurt kers,g,,3.7,75,2,9.4,0
"illy classico 100% arabica, 250g",g,,0,0,0,0,0
chia zaad,g,,20,460,33,5,0
wasa delicate crisp rosemary 190g we,g,,11,396,8,65,0
puur hele hazelnoot,g,,8.4,577,41,39,0
passata tomaten gezeefd,g,,1.7,41,0.2,7.2,0
waldkorn,g,,11.5,266,6.4,38.2,0
vanille vla,ml,,2.8,89,2.8,13,0
vifit,ml,,3.1,51,0.8,6.6,0
jodekoeken original,g,,5.9,507,24.9,64.2,0
kaasstengels,g,,13,504,24,57,0
high protein chocolate flavour pudding,g,,10,76,1.5,5.2,0
doritos sweet chili pepper flavour,g,,6.4,477,22,60,0
bewust,g,,0,405,45,0,0
dattelcherrytomaten,g,,0.9,14,0.5,1.9,0
le brie,g,,17,347,31,0.5,0
pim's sinaasappel,g,,3.3,397,13,66,0
taksi,g,,0.1,34,0.0,8,0
"alpro fermentiertes sojaprodukt, erdbeere, skyr style 400g",g,,5.2,84,3,8.5,0
kefir,g,,3.4,42,1.5,3.8,0
aardbeien,g,,0.5,162,0.1,39,0
vruchtensiroop aardbeien,ml,,0,107.7,0,26.9,0
thee biscuit,g,,8.4,445,13,73,0
lipton sparkling tea,g,,0.5,20,0.5,4.7,0
h j m alt ce nutri-score light* milbona smeerkaas,g,,17,144,7.2,2.8,0
groente bouillon,g,,8.6,294,23,10,0
zero caffeine zero sugar,ml,,0,0.3,0,0,0
ontbijt crackers spelt volkoren,g,,15,440,15,55,0
notenreep amandel,g,,21,549,38,27,0
kristalsuiker,g,,0,400,0,100,0
smashmint,g,,0,179,0.8,69,0
100% cacao,g,,13,640,54,11,0
caramelised popcorn seasoned with sea salt,g,,7.5,464.3,20.4,56.4,0
scholiertje leche,g,,6.2,498,23,65,0
olio extra vergine di olivia,ml,,0,823,91,0,0
schenkstroop karamel,g,,0,320,0,80,0
walnoot grieks,g,,2.9,156,8.8,15.6,0
tijger bruin brood ah,g,,9.3,238,1.3,45,0
mediterraans vega paté,g,,6.4,259,21.8,8.9,0
protein chocolate shake,ml,,8.1,73,1.2,6.3,0
volkoren bollen,g,,12,232,2,38,0
ei salade,g,,7.8,303,28.6,3.2,0
water koolzuurhoudend,ml,,0,0,0,0,0
zoute popcorn,g,,8.3,543,29,58,0
raw fruit &amp; nut bar,g,,6.6,368,11,56,0
mild&creamy naturel,g,,4,50,2.3,2.1,0
cola no sugar,g,,0,1,0,0.1,0
goudappeltje,g,,0.1,44,0,10.3,0
lea & perrins worcestershire sauce,ml,,0.8,96,0.9,21,0
berry delight bars,g,,6.7,380,12,57,0
banana soya,ml,,3,58,1.8,7.3,0
liga haverkick appel,g,,5.3,390,12,63,0
lemon juice,ml,,0.4,27,0.0,2,0
heldere bloemenhoning,g,,0.5,320,0.2,79.3,0
chips hart,g,,4.5,517,29,59,0
rozenbotteljam,g,,1.8,285,0.3,62,0
vegan plakken goudasmaak,g,,0.3,268,21.4,18.5,0
tijger volkorenbrood,g,,11,221,1.8,37,0
sriracha original,g,,1.4,135,0.4,30,0
rice cakes,g,,8,385,2.5,79.7,0
vruchten hagel,g,,0,394,0,98.6,0
cruesly mélange de noix,g,,8.5,462,19,57,0
"milde kwark, met ‘n vleugje vanille",g,,9,69,0.1,7.3,0
soja drink plantaardig,g,,3.7,39,2.1,1.5,0
fijn volkoren,g,,12.6,232,1.6,38.2,0
puur hele hazelnoten,g,,7.3,569,39,43,0
mozzarella maxi,g,,17,220,16,2,0
volle franse kwark,g,,8,121,8,4,0
hazelnoot & rijst drink,ml,,0.8,74,1.9,13,0
goudkuipje sambal/piment,g,,15,248,20,1.9,0
kippenbouillon,ml,,0.5,7,0.5,0.1,0
calvé pindakaas extra crunchy,g,,21,664,50,11,0
violife creamy orginal,g,,0,237,24,5,0
gevuld eitje salade,g,,6.1,390,38.7,3.9,0
puur,g,,6.3,502,29,49,0
mayonnaise black truffle,ml,,1.3,724,78,3.8,0
grasboter,g,,0.5,744,82,1,0
pepersaus,g,,1.2,133,0.5,30,0
protein bar caramel,g,,17,425,21,34,0
extra rijkgevuld hollandse erwtensoep,ml,,4.2,79.3,3.3,9.2,0
cheese triangles,g,,9,246,21,5,0
havermelk,ml,,0.4,28,0.7,4.8,0
robuust stokbrood volkoren,g,,10,238,2.3,47.7,0
noten en zaden reep,g,,16,570,44,20,0
rude health oat barista,ml,,0.9,58,2.8,6.9,0
halfvolle melk,g,,3.7,48,1.6,4.6,0
melocoton en almibar,g,,0.4,60,0.1,13.5,0
spa reine,ml,,0,0,0,0,0
kruidkoek,g,,3.2,304.6,0.8,69.2,0
0.8% fat protein mango yoghurt,g,,10,35.5,0.6,5.5,0
dikke maïswafels met zeezout,g,,9.1,381.8,1.8,79.1,0
rijstwafels pure chocolade,g,,6.5,485,23,59,0
edamame bonen,g,,11,124,6.8,1.4,0
heart breakers,g,,4.8,514,29,58,0
parmigiano reggiano,g,,32,402,30,0,0
vanille yoghurt halfvol,ml,,2.8,69.3,1.5,10,0
penne paste,g,,12,351,1.5,71,0
yoghurt aardbei,g,,4.9,130,4.9,16,0
black beans,g,,7.6,108,1,13.1,0
peanuts roasted & salted,g,,24,619,51.4,11,0
cheez dippers,g,,10.5,263,13,25.5,0
sugafree,ml,,0.1,3,0,0,0
mozzarella di latte di bufala,g,,13,262,23,0.7,0
sardinillas en tomate,g,,20,152,7.7,1.1,0
seed mix mélange de graines,g,,24.8,618,53.6,5.7,0
biologisch vanilleroomijs,g,,4,195,10,21,0
halfvolle boter,g,,0.5,365,40,2.4,0
brood lijnzaad,g,,22,264,13,7.5,0
woksaus teriyaki zoet,ml,,3.1,220,0.5,50,0
bio+ biologische agave siroop nutri-score ab,g,,0.3,309,0,77,0
redfruit cranberry,g,,0,12,0,2.8,0
san francisco,g,,7.3,441,10.9,77.6,0
nocciolata intense zonder melk,g,,5.4,545,33,55,0
dijon mosterd,g,,7.1,145,9.7,2.7,0
protein pudding chocolate flavour,g,,10.2,97,2.9,7,0
crispy minis choco,g,,10,385,5,70,0
hazelnootpasta,g,,3.6,555,35,55,0
crunchy muesli red fruit,g,,10,396,11,54,0
amsterdamse augurken zoetzuur,ml,,1.5,17,0.4,1.1,0
proteïne drinkyoghurt aardbei banaan,ml,,2.4,18.4,0,1.7,0
energydrank bullit,g,,0,46,0,11,0
alcoholvrij bier 0.0,g,,0.2,25,0,6.2,0
"milbona verse magere yoghurt 0% vet, milbona verse...",g,,5,38,0.1,4.2,0
authentic greek yoghurt 0%,g,,9,47,0,2.8,0
perly,g,,8,97,3,9.4,0
mayonaise romig van smaak,ml,,0.9,635,68,4,0
balance naturel 15+,g,,17,125,5,3.6,0
olie,ml,,0,639,71,0,0
hummus pesto,g,,7.8,270,23,5.5,0
bio sauce tomate arrabbiata,g,,1.3,46,0.8,7,0
100% pasta amandel met stukjes,g,,27,636,54,6.2,0
knakworsten,g,,11,187,13,5.6,0
chocolademelk,ml,,3.3,87,2.7,12,0
vloeibaar basis,ml,,0,630,70,0,0
verse scharreleieren,g,,12,132,9.1,0.5,0
plantaardige mayo,ml,,0.1,643,70,3.1,0
grenadine,g,,0,231,0,56,0
multivruchten zero,ml,,0,8,0,0.5,0
natu fraises bio,g,,0.5,85,0.5,19,0
mozzarella di bufala campana dop,g,,14.5,268,23,0.8,0
premium tortellini prosciuttto crudo,g,,10.8,253,6.1,38,0
lentil crisps sea salt,g,,13,454,17,64,0
rode linzen penne,g,,25,334,1.5,52,0
wilde zalmfilets,g,,19,99,2.5,0,0
makreelfilets in tomatensaus,g,,14,190.4,12.6,4.3,0
vitamin well hydrate,ml,,0,17.0,0,4.2,0
soep tomaat met verse basilicum,ml,,1.0,39.1,1.7,4.9,0
black tea peach hibiscus,ml,,0,19,0,4.3,0
lipton ice tea green zero sugar,g,,0,1,0,0,0
maille moutarde fine de dijon l'originale bocal 360g,g,,7.6,144,10,2.6,0
tasty tom trostomaten,g,,0.7,22,0.5,3,0
pistache noten,g,,24.0,604.0,50,9.3,0
be nuts ! - pâte à tartiner cacahuète,g,,21,614,49,20,0
lijnzaad,g,,22,540,44,1,0
whey protein shake vanillesmaak,g,,460,2486.7,20.7,93.3,0
kefir bosvruchten,ml,,3.3,56,1.3,8.4,0
quinoa noten salade,g,,6.5,194,13,11,0
beautiful immunity kefir,ml,,3.3,46,1.5,5.2,0
duopasta zonder palmolie,g,,4.8,554,33.9,57.6,0
biologische rinse appelstroop,g,,0.7,265,0.1,66,0
kookroom 20% vet,ml,,2.6,207,20,4.2,0
max naturel chips,g,,6.7,524,33,48,0
smoked salmon filet,g,,20,206,14,0,0
alesto selection pompoenpitten/ graines de courge,g,,34.4,593,47.7,3.6,0
"sinds 1923 plantaardig blue band en, bal and",g,,0,701,79,0.5,0
balsamico azijn,g,,0,116,0,29,0
ciel,ml,,0,0,0,0,0
melba toast naturel,g,,12,389,2.6,77,0
protein flapjacks: white choc & raspberry,g,,19,468,21,49,0
fritz kola,ml,,0,40,0,9.9,0
verse volle melk,g,,3.5,65,3.6,4.7,0
zaanse halfvolle mayonaise,ml,,0.6,341,33.3,9.4,0
pistachepasta,g,,2.5,594,41,53,0
"blue band voor koken, bakken en braden",g,,0.5,701,79,0.5,0
barres protéinées aux chocolat et cranberries sans gluten,g,,26,472.5,25.5,28,0
volkoren macaroni,g,,13,343,1.9,65,0
proteïne pudding chocolade,g,,10,77,1.5,5.5,0
mayonaise truffel saus,ml,,0.8,285,27,8.9,0
tortilla wraps naturel,g,,9.1,301,4.9,53,0
biologische chocopasta puur,g,,6.9,571,40.3,38.8,0
haselnuss pudding,g,,10,77,1.5,5.8,0
25g protein,g,,8.3,59.7,0.5,5.4,0
almond & apricot fruit & nut bars with a yoghurt coating,g,,6.5,475,26.8,49.8,0
jalapeño flavor plant-based burgers,g,,16,188,11,5.6,0
buldak hot chicken,g,,7,427,15,66,0
vloerbrood volkoren heel,g,,10,237.5,1.9,42,0
halfvolle yoghurt,g,,7.2,74,2.4,6,0
magere milde kwark met 'n vleugje aardbei,g,,9,69,0.1,7.3,0
fruit drink,ml,,0.1,31,0.0,7.2,0
kids volkoren  lang lekker,g,,13.8,237,2.4,36.1,0
pistaches de californie grillées et salées,g,,23.6,614,51.6,7.8,0
kombucha,g,,0,8,0,1.9,0
dubbel fris boost ananas/mango,g,,0.1,22,0.0,5.1,0
ravioli 5 formaggi,g,,7.2,212,5.8,31.2,0
easy hicken tonight hawa met ananas,g,,0.5,71,0.1,16.7,0
chocolat noir 70% cacao,g,,7.4,571,42.6,33.5,0
smeerkaas,g,,12,250,21,3.3,0
"citroen, citroenen, van nature rijk aan vitamine c",g,,0.8,22,0.3,3,0
ah havercrackers naturel,g,,10,321,21,20,0
milde kwark,g,,9.3,112,1.7,12.9,0
kips leverworst,g,,14,269,23,1.5,0
ah terra plantaardige krokante kipschnitzel,g,,12,247,12,21,0
zaden & pitten reep,g,,17,558.0,39,28,0
l&p desem zonen rogge brood,g,,9.8,278,6.5,42,0
abrikozen jam minder zoet,g,,0.5,125,0.5,29,0
fit yoghurt strawberry,g,,10,84,1.5,7.4,0
bio honing,g,,0.4,324,0,80.5,0
fit pudding,g,,10,85,0.9,8.4,0
jam aardbeien,g,,0.3,219,0.1,53.1,0
tomatenpuree,g,,15,91.5,0.2,15,0
gezeefde tomaten,g,,1.2,25,0.5,4.3,0
barre protéinée saveur caramel,g,,34,362,15,32,0
makreel in blik,g,,21,260,19,1,0
romige mayonaise,g,,1.3,626.7,67.3,4,0
haver koekjes bio,g,,8.6,474,20,62,0
philips upfront eiwit milkshake vanille smaak ingr,ml,,7.6,66.1,1.5,5.5,0
fitmousse,g,,10,80,2.6,3.9,0
protein,ml,,8.4,60,0.5,4.8,0
tomatenblokjes bio,g,,1,22,0.1,4,0
jong belegen 48+ kaas,g,,24.8,381,31.3,0,0
protein oatmeal apple cinnamon,g,,26,401,11,45,0
cultura,g,,3.3,64,1.4,8.1,0
met boter,g,,0.5,633,70,0.5,0
skyr 0%,g,,9,51,0.1,3.4,0
hoemoes less fat,g,,6.7,230,18.2,7.8,0
jodekoek original,g,,5.4,510.8,25.3,64.5,0
ah les pains boulogne heel,g,,15,262,5.6,34,0
biologisch honing,g,,0.4,324,0,80.5,0
cacao-hazelnootcrème,g,,4,569,35,57,0
verse kaas met knoflook en kruiden,g,,6.8,288,27.2,3.5,0
havermout,g,,11,375,8,60,0
sunflower oil,g,,0,828,92,0,0
puur 70%,g,,7.8,563,42.3,30.7,0
chocomel halfvol,ml,,3.3,70,1.6,10,0
ah blauwe bessen,g,,0.7,52,0,11,0
oat flakes,g,,12.9,367,6.9,58.3,0
smeuïge pindakaas,g,,20,645,55,14,0
krokante graanrepen cranberry,g,,8.2,433.5,14.6,60.1,0
heineken fles,ml,,0,42,0,3.2,6.3
belvita breakfast,g,,7.8,438,14,66,0
knorr aromat,g,,13,164,3.5,16,0
zoetjes dispenser 1200 stuks (basic),g,,0,26,0,0,0
tortilla chips original,g,,6.5,470,20,64,0
edelgistvlokken,g,,30,336,6,28,0
trommelbiscuits nizza kokos,g,,5.9,454,13.1,77.2,0
houdbare lactosevrije halfvolle melk,ml,,3.2,46,1.6,4.7,0
vanille yoghurt,g,,3.7,66,2.1,7.5,0
ah bio magere kwark,g,,9.5,53,0.1,3.5,0
duo penotti,g,,3.1,572,36,58,0
kwark no sugars,g,,5.8,61,3.3,0,0
zoute pepsels,g,,11,386,2.7,77,0
crunchy,g,,8.7,474,20.1,61,0
linzen,g,,6.4,88,0.6,12.1,0
muesli aux fruits et noix,g,,11,364,7.1,59,0
sriracha sauce hot chilli sauce,ml,,2.1,131,0.3,28,0
doritos,g,,6.5,501,26,58,0
lactosevrije halfvolle melk,ml,,3.4,38,1.5,2.6,0
pistaches,g,,20,639,54,16,0
couscous,g,,13,353,1.5,70,0
b'tween melkchocolade,g,,6.8,455,18,66,0
"salted caramel nut, proteine",g,,26,495,29.5,26.1,0
cauliflower pizza crusts,g,,8.1,256,2.8,47.3,0
stracciatella,g,,5.7,128,4.3,16.4,0
kokosolie geurloos,ml,,0,900,100,0,0
authentieke griekse yoghurt 5% vet,g,,7.9,88,5,2.8,0
griekse stijl yoghurt 2%,g,,6.4,64,2.1,4.1,0
volle kwark spaanse sinaasappel,g,,5.6,130,5.4,14.2,0
volle yoghurt,g,,3.6,61,3.1,4,0
mayolijn,g,,0.7,316.4,31,10,0
biologische mayonaise,ml,,1,621,67,3.3,0
rode druiven,g,,0.6,76,0.2,17,0
volle milde kwark naturel,g,,8.5,127,8.8,2.8,0
tartines craquantes multi-céréales,g,,13.4,388,2.8,75,0
popcorn zout,g,,8.5,435,21,48,0
zaanse tomato ketchup,g,,1.4,99,0.1,21.7,0
wraps tastino,g,,8.8,308,4.9,54.9,0
meergranenkoffie,g,,3.8,351,0,79,0
stevige erwtensoep,ml,,4.7,87,3.8,7,0
real dairy squirty cream,g,,2.2,301,27.5,10.9,0
7 granen ontbijt,g,,12.4,343,2.1,64.2,0
volkoren boterham,g,,17,248,4.1,35,0
skyr ijslandse stijl,g,,11,62,0.2,4,0
yoghurt griekse stijl 0% vet,g,,6,44.7,0,4.9,0
honey loops,g,,9.3,396,4.4,76,0
halfvolle franse kwark,g,,7.5,73,3,4,0
pitloze witte druiven,g,,0.5,76,0.4,17,0
red curry paste,g,,3,106,1.1,21,0
beschuit naturel,g,,13.7,396,6.9,68.8,0
skyr alternative mango aus soja,g,,5.2,84,3,8.2,0
crunchy oats&honey,g,,8,436,16.9,60,0
amandelen,g,,24.5,621,53.3,16.9,0
frites saus,ml,,0.7,186,13,15,0
kroepoek java,g,,1.2,503,24,69,0
bloemen honing,g,,2.7,300,0,75.3,0
suikervrije biscuits (digestive),g,,6.9,465,20,63,0
nuts & fruits mix,g,,10.8,504,31.7,40.5,0
bier,g,,0.4,41,0,3,6.5
buldak hot chicken flavor ramen,g,,10,383.0,12.9,61.4,0
granola superberry,g,,10.2,441,15,62.7,0
crispy fried onions,g,,6,590,44,40,0
yofresh,ml,,1,288,26,12,0
kaiserbroodjes,g,,9.2,267,0.9,54,0
drinkyoghurt aardbei,ml,,3.1,58,0.8,8.3,0
choca vlok mix,g,,3.8,459,14,78,0
soja saus,ml,,8,51,0,4.2,0
kanig hot chilisaus gens traditioneel recept,g,,0.4,190,0.3,45.3,0
houdbare halfvolle melk,ml,,3.5,47,1.5,4.8,0
pure hagelslag xl,g,,5.2,446,16,67,0
muesli fruit & noten,g,,11,354,6.4,58,0
dun rogge volkoren knäckebröd,g,,11,356,6,54,0
haverkorn,g,,11.4,286,15.1,20.1,0
santa maria tortilla whole wheat,g,,7.9,280.6,5.5,47.0,0
aa drick,ml,,0,41,0,9.9,0
ah bio muesli 100% volkoren,g,,13,350,4.4,59,0
vanille smaak vla,ml,,2.2,86,2.8,13,0
zero,g,,1.6,44,0.1,5.4,0
aardbeien jam minder suiker,g,,0.5,122,0.5,28,0
peach ice tea niet bruisend,g,,0,13,0,3.1,0
volkoren havervlokken,g,,14,375,7,59,0
aardbeienconfituur,g,,0.4,241,0.1,59,0
soja gurt,g,,4.5,43,2.5,0.4,0
tony's chocolonely hazelnoot melk 33%,g,,8.4,559,36,47,0
mayonaise vegan,g,,0.3,702,76,5.2,0
radler,ml,,0.4,30,0,6.8,0
lemon cheesecake,g,,9.5,59,0.2,4.8,0
stracciatella kwark met magere yoghurt,g,,6.8,46,0,3.3,0
kokosbrood original,g,,2.9,429,17,63,0
100% pindakaas extra grof,g,,27,630,50,13,0
tomaten gezeefd passata,g,,2,38,0.9,6,0
slagroom 35% vet,g,,2.5,337,35,3,0
excellence noir puissant 85% cacao,g,,12.5,584,46,22,0
waffer,g,,29,244,7.2,12.9,0
soy sauce,ml,,9.1,60,0,5.5,0
peanut butter creamy,g,,23,593,46,15,0
passierte tomaten,ml,,1.6,36,0.5,5.1,0
0% vet yoghurt,g,,4.4,67,0,11.4,0
heinz mayonesa,ml,,0.8,633.4,70,30,0
kip-samba,g,,9.1,365,31.1,11.6,0
green tea,ml,,0,19,0,4.4,0
cacaomousse,g,,10,84.5,2.3,5.3,0
cola,g,,0.1,39,0,9.8,0
spelt volkoren,g,,11,283,8.8,37,0
limburgse,g,,8.1,159,8.8,6.6,0
"maestro cereale avec du levain, millet et quinoa",g,,4.4,248,6.4,38,0
maestro classic,g,,3.6,232,3.6,44,0
kookzuivel 7% vet,ml,,2.7,97,7,5.7,0
peanut butter,g,,20.9,662,58.6,9.4,0
oberlander,g,,7.5,233,0.9,46,0
piri piri sauce,ml,,0.4,74,0.4,6.6,0
sweet sriracha chilli lentil chips,g,,9.6,470,19.5,63.6,0
mix voor kip traditioneel,g,,3.5,104,3.7,9.8,0
saksische leverworst,g,,12.5,305,27.2,2,0
cashew noten gezouten,g,,19,651,58,10,0
lp desem,g,,7.7,248,0.9,51,0
aardbeien jam,g,,0.4,224,0.1,54.2,0
fanta,ml,,0,19.2,0,4.4,0
digestives melk,g,,6.4,509,24.3,64.6,0
desembrood met pompenpitten,g,,13,295,8.5,40,0
hummus gegrilde groente,g,,6.5,134,6.4,7.7,0
hummus met zongedroogte tomaat en sesampasta,g,,5.5,257,21,9,0
frito gekruid,g,,1.5,74.1,3.3,9.3,0
pure chocolade 85%,g,,11.2,604,52,20,0
gewoon hoemoes,g,,6.1,299,26,6.9,0
feine bitter 92% cacao,g,,10,653,60,13,0
pipe rigate,g,,13,353,1.3,71,0
tarwe griesmeel,g,,11,340,0.8,69,0
witte bonen in tomatensaus,g,,4.9,85,0.6,11.9,0
ice macchiato,ml,,3.1,64,2,8.4,0
luxe hamburgerbroodjes,g,,8.8,277,3.2,51,0
skyr aardbei-witte chocolade,g,,8.5,85,3.7,4.3,0
biologisch desem glutenvrij brood,g,,7.1,234,6.7,32,0
creme fraiche,g,,2.5,290,30,2.4,0
kwinkslag,g,,2.7,454,14,77,0
romige paddenstoelensoep,ml,,1.1,33,1.5,3.5,0
sinaasappelsap,g,,0.7,41.6,0,9,0
houmous naturel,g,,6.1,296,25.6,6.9,0
light,g,,0,272,30,0.2,0
maggi,g,,12,84,0.1,8,0
becel light,g,,0.5,269,28,3.9,0
alpro barista almond,ml,,0.5,25,1.2,2.5,0
yfood banana,ml,,6.8,100,4.6,6.9,0
25g proteine,g,,8.3,60,0.5,5.4,0
echte boter,g,,1,744,82,1,0
mueslibollen,g,,11,302,10,39,0
tonijn olijfolie,g,,25,185,9,1,0
boeren halfvolle yoghurt,ml,,3.5,45,1.5,4.3,0
rhubarb strawberry,g,,0,0,0,0,0
berry delight,g,,6.7,380,12,57,0
bio integrale penne rigate n° 66,g,,14,348,1.9,65.8,0
slagroom,g,,2.2,303,27.8,10.9,0
satésaus,g,,7.9,228,13,17,0
hollandse stroopwafels,g,,4.4,444.4,19.4,62.5,0
melk karamel biscuit,g,,7.3,528,30,55,0
mix voor bereiding van jus,g,,0.9,24,0.8,3.2,0
boosting golden kiwi,g,,0.2,47,0,11.2,0
pom-bär original,g,,3,511,26.1,63.4,0
cassave kroepoek,g,,1.3,492,24,66,0
proactiv,g,,0.5,314,35,0.5,0
agavesiroop,g,,0,301,0,75,0
tortilla cool cream flavour,g,,7.8,474,21.2,60,0
biologische mais wafels,g,,8.1,386,1.1,85,0
chicken bouillon,g,,0.5,10,0.5,0.6,0
fanta cassis,ml,,0,45.7,0,10.9,0
biologische havermout fijn,g,,13,376,7.3,61,0
chocolat noir amande et écorces d'orange,g,,6,573,39.4,45.3,0
chilli sauce,g,,0.1,196,0.1,48.6,0
"spinazie, fijn gehakt, deelblokjes",g,,3.1,22,0.4,0.5,0
vrij van lactose volle melk,ml,,3.3,64,3.6,4.7,0
pizza stromboli,g,,11.9,262,10.5,29.3,0
bosbes yoghurt drink,ml,,6.4,67,0,7.8,0
achterham,g,,16,102,2.1,4.8,0
melk chocopasta,g,,3.6,562,36,55,0
studentenhaver,g,,15.5,512,31.6,37.2,0
goudsalami,g,,20,388,34,0.5,0
protein bar cookie dough,g,,15,427,22,26,0
hummus ras el hanout,g,,6.3,286,22.8,11.3,0
soja kwark ongezoet,g,,5.8,59,3.4,1.2,0
hazelnut praline protein bar,g,,33,386,14,28,0
vanilleyoghurt,g,,3.2,89,3.1,12,0
scharrel kipfilet naturel,g,,18.5,105,2,3,0
"gerookte zalm, 30% verlaagd in zout",g,,23,182,10,0,0
unox noodles,g,,13.9,400,11.3,60.6,0
zilvervliesrijst,g,,6.9,362,2.7,75.9,0
krokante proteïne muesli,g,,23,457,19,43,0
naturel crackers,g,,9.8,429,10.6,72.3,0
my melkan griekse yoghurt 2% vet stijl weident,ml,,5.1,57,2,4.7,0
crunchy chocolate granola,g,,11,431,13,65,0
dunne rogge crackers,g,,11,348,1.9,61,0
"breaker, apple pie",g,,3.2,90,3.3,12,0
"gyoza, kip & groente",g,,7.6,157,4.4,20.4,0
roomkruiden kaas,g,,4.8,267,26,3.1,0
lecker burgerlijk,g,,11,180,11,4.5,0
volkorenbrood,g,,12,229,2,37.1,0
pita broodjes,g,,8.4,245,1,49,0
ice tea refreshing lemon,ml,,0,10,0,2.6,0
flatbread,g,,10,317.1,7.3,50,0
appelmoes extra kwaliteit,g,,0.3,61,0.2,13.5,0
cranberry drink,ml,,0,50,0,12,0
sinaasappel sap,g,,0.7,42,0.2,8.7,0
ei-bieslook salade,g,,7.8,293,27.4,3.4,0
dadels,g,,1.8,283,0.3,72,0
alcohol vrij bier,ml,,0.6,13,0.5,3.6,0
plantaardige grillworst,g,,8.3,163,11,5,0
granola proteine,g,,24,472,24,32,0
biologisch muesli noten,g,,13,381,10,55,0
naturel smeerkaas,g,,13,250,21,2.2,0
geroosterde ongezouten pistachenoten,g,,23,594,47,15,0
gerookte schouderham,g,,17,119,4.5,3,0
biologische groene olijven zonder pit,g,,0.9,144,14,2.4,0
doperwtjes,g,,5.6,71,0.9,7,0
plantaardige schnitzel,g,,16,241,12,15,0
60+2 hazel sam noot pasta voor elke dag op de bote,g,,5.8,521,28,61,0
muesli rood fruit,g,,10,420,13,72.1,0
voorgegaarde tempéblokjes in 25% ketjapmarinade,g,,15,323,23,11,0
maiswafel naturel,g,,9,373,0.9,79.3,0
penne rigate,g,,11.8,350,1.5,73.7,0
ciabatta tussendoor crackers tomaat & kruiden,g,,10,440,12,69,0
"krokante muesli noten, ah",g,,11,448,18,54,0
macademia mix,g,,19,647,57,11,0
bio gedroogde mango,g,,2,340,0.9,79,0
hipro skyr style vanille,g,,9.4,53,0.1,3.6,0
extra aardbei jam,g,,0.5,232,0.5,56,0
zero cassis,g,,0,7,0,0.4,0
biologische halfvolle melk,g,,3.4,46,1.5,4.6,0
fruit drink strawberry (with apple),ml,,0.1,29,0.0,6.6,0
gekruide kippenvleugels,g,,15.2,185.7,13.7,0.3,0
magere yoghurt,ml,,4.5,40.6,0.1,4.3,0
magere milde kwark,g,,9,69,0,7.3,0
speculoospasta,g,,3.3,590,39.5,54.6,0
kombucha passion fruit,g,,1,10,0,2.2,0
kippen soep,ml,,2.2,24,0.7,2.2,0
pangafilets,g,,17.3,85,1.7,0,0
